theta,R,Dstar,size,members,classification
0.173,0.85,0.74,1,A031884,Unpredictable
0.173,0.865,0.748,1,A023513,Unpredictable
0.173,0.867,0.789,1,A006538,Predictable
0.173,0.869,0.78,1,A028348,Unpredictable
0.173,0.901,0.843,1,A040395,Unpredictable
0.173,0.914,0.818,1,A038238,Unpredictable
0.173,0.914,0.838,1,A038169,Unpredictable
0.173,0.919,0.801,1,A051174,Unpredictable
0.173,0.94,0.834,1,A005966,Unpredictable
0.173,0.95,0.858,1,A028858,Unpredictable
0.174,0.029,0.075,1,A044740,Unpredictable
0.174,0.079,0.181,1,A019684,Unpredictable
0.174,0.082,0.203,1,A019651,Unpredictable
0.174,0.115,0.187,1,A011048,Unpredictable
0.174,0.154,0.25,1,A019873,Predictable
0.174,0.174,0.232,1,A021673,Unpredictable
0.174,0.18,0.222,1,A018887,Unpredictable
0.174,0.214,0.174,1,A043730,Unpredictable
0.174,0.645,0.713,1,A049244,Unpredictable
0.174,0.692,0.75,1,A053094,Unpredictable
0.174,0.697,0.791,1,A031277,Unpredictable
0.174,0.74,0.652,1,A055293,Unpredictable
0.174,0.74,0.653,1,A053130,Predictable
0.174,0.752,0.699,1,A001605,Predictable
0.174,0.766,0.715,1,A055901,Predictable
0.174,0.772,0.7,1,A050316,Unpredictable
0.174,0.814,0.773,1,A059218,Unpredictable
0.174,0.832,0.777,1,A056605,Unpredictable
0.174,0.859,0.811,1,A016835,Predictable
0.174,0.865,0.827,1,A030600,Unpredictable
0.174,0.879,0.845,1,A040846,Unpredictable
0.174,0.91,0.797,1,A014224,Unpredictable
0.174,0.911,0.853,1,A040513,Unpredictable
0.174,0.919,0.831,1,A017529,Unpredictable
0.174,0.928,0.82,1,A033370,Unpredictable
0.174,0.929,0.822,1,A033371,Unpredictable
0.174,0.931,0.876,1,A040546,Predictable
0.174,0.949,0.861,1,A040561,Predictable
0.174,0.952,0.903,1,A040921,Predictable
0.175,0.008,0.017,1,A056942,Predictable
0.175,0.021,0.035,1,A036130,Predictable
0.175,0.05,0.049,1,A006161,Unpredictable
0.175,0.054,0.221,1,A021630,Unpredictable
0.175,0.144,0.221,1,A021787,Unpredictable
0.175,0.398,0.317,1,A004723,Unpredictable
0.175,0.399,0.317,1,A004179,Unpredictable
0.175,0.528,0.532,1,A055611,Unpredictable
0.175,0.561,0.533,1,A051145,Predictable
0.175,0.611,0.572,1,A008434,Predictable
0.175,0.739,0.648,1,A045513,Predictable
0.175,0.739,0.653,1,A055280,Unpredictable
0.175,0.743,0.693,1,A028648,Unpredictable
0.175,0.761,0.716,1,A024524,Unpredictable
0.175,0.769,0.718,1,A055339,Unpredictable
0.175,0.773,0.73,1,A028282,Unpredictable
0.175,0.784,0.71,1,A054405,Predictable
0.175,0.788,0.75,1,A034315,Unpredictable
0.175,0.795,0.738,2,A024877|A024878,Predictable
0.175,0.795,0.739,1,A025103,Unpredictable
0.175,0.81,0.772,1,A033896,Unpredictable
0.175,0.812,0.766,1,A002222,Unpredictable
0.175,0.816,0.562,1,A030161,Unpredictable
0.175,0.834,0.682,1,A020618,Unpredictable
0.175,0.835,0.743,1,A050144,Predictable
0.175,0.842,0.841,2,A030577|A030578,Unpredictable
0.175,0.88,0.784,1,A035219,Predictable
0.175,0.893,0.835,1,A034336,Unpredictable
0.175,0.906,0.817,1,A007023,Unpredictable
0.175,0.922,0.882,1,A040885,Unpredictable
0.175,0.928,0.779,1,A050591,Unpredictable
0.175,0.93,0.826,1,A033373,Unpredictable
0.175,0.931,0.876,1,A040205,Predictable
0.175,0.933,0.825,1,A003305,Unpredictable
0.175,0.949,0.839,1,A058857,Unpredictable
0.175,0.95,0.863,1,A040920,Unpredictable
0.175,0.965,0.865,1,A000876,Unpredictable
0.175,0.965,0.943,1,A010204,Unpredictable
0.175,0.97,0.866,1,A029946,Unpredictable
0.176,0.046,0.178,1,A011141,Unpredictable
0.176,0.049,0.042,1,A039033,Unpredictable
0.176,0.108,0.216,1,A019667,Unpredictable
0.176,0.112,0.214,1,A019866,Predictable
0.176,0.694,0.61,1,A057830,Unpredictable
0.176,0.698,0.757,1,A000978,Predictable
0.176,0.733,0.701,1,A033968,Unpredictable
0.176,0.74,0.771,1,A054692,Unpredictable
0.176,0.74,0.792,1,A018655,Unpredictable
0.176,0.759,0.706,1,A055344,Unpredictable
0.176,0.803,0.698,1,A053162,Predictable
0.176,0.811,0.77,1,A033903,Unpredictable
0.176,0.815,0.781,1,A023912,Unpredictable
0.176,0.819,0.751,2,A029624|A029606,Unpredictable
0.176,0.82,0.687,1,A032417,Unpredictable
0.176,0.821,0.802,1,A057482,Unpredictable
0.176,0.832,0.749,1,A028272,Unpredictable
0.176,0.833,0.803,1,A035211,Predictable
0.176,0.838,0.815,1,A040966,Unpredictable
0.176,0.859,0.791,1,A027890,Unpredictable
0.176,0.929,0.824,1,A033372,Predictable
0.176,0.932,0.836,1,A007771,Unpredictable
0.176,0.954,0.866,1,A052349,Unpredictable
0.176,0.984,0.921,1,A007176,Unpredictable
0.176,0.998,0.968,1,A012362,Unpredictable
0.177,0.034,0.069,2,A044286|A044666,Unpredictable
0.177,0.068,0.182,1,A019766,Unpredictable
0.177,0.093,0.18,1,A011211,Unpredictable
0.177,0.155,0.242,1,A021495,Unpredictable
0.177,0.734,0.688,1,A003828,Unpredictable
0.177,0.735,0.644,1,A014344,Predictable
0.177,0.737,0.646,1,A008638,Predictable
0.177,0.737,0.652,1,A055366,Unpredictable
0.177,0.772,0.587,1,A030481,Unpredictable
0.177,0.778,0.724,1,A029639,Unpredictable
0.177,0.785,0.719,1,A010737,Predictable
0.177,0.794,0.737,1,A005684,Predictable
0.177,0.837,0.737,1,A032490,Unpredictable
0.177,0.84,0.816,1,A040730,Unpredictable
0.177,0.845,0.766,1,A048471,Predictable
0.177,0.848,0.755,1,A049513,Predictable
0.177,0.87,0.74,1,A051290,Unpredictable
0.177,0.879,0.805,1,A005932,Unpredictable
0.177,0.89,0.762,1,A038996,Predictable
0.177,0.905,0.827,1,A050856,Unpredictable
0.177,0.908,0.805,1,A032415,Unpredictable
0.177,0.93,0.453,1,A043026,Unpredictable
0.177,0.93,0.82,1,A032535,Unpredictable
0.177,0.954,0.91,1,A040688,Unpredictable
0.177,0.96,0.638,1,A024637,Predictable
0.178,0.112,0.117,1,A004183,Unpredictable
0.178,0.143,0.217,1,A019913,Predictable
0.178,0.261,0.179,1,A031048,Unpredictable
0.178,0.299,0.391,1,A020456,Unpredictable
0.178,0.457,0.424,1,A010934,Unpredictable
0.178,0.526,0.482,1,A033075,Predictable
0.178,0.721,0.733,1,A022883,Unpredictable
0.178,0.749,0.704,1,A058605,Unpredictable
0.178,0.751,0.734,1,A006887,Unpredictable
0.178,0.755,0.7,1,A032196,Predictable
0.178,0.76,0.662,1,A029642,Unpredictable
0.178,0.771,0.707,1,A005303,Predictable
0.178,0.779,0.701,1,A058366,Predictable
0.178,0.78,0.714,1,A058083,Unpredictable
0.178,0.781,0.707,2,A018124|A018125,Unpredictable
0.178,0.794,0.736,2,A023618|A023622,Unpredictable
0.178,0.809,0.699,1,A032468,Unpredictable
0.178,0.816,0.751,1,A002256,Unpredictable
0.178,0.819,0.742,1,A048282,Unpredictable
0.178,0.836,0.714,1,A032482,Unpredictable
0.178,0.837,0.745,1,A054448,Predictable
0.178,0.838,0.788,1,A025241,Unpredictable
0.178,0.851,0.734,1,A044995,Unpredictable
0.178,0.854,0.778,1,A048505,Predictable
0.178,0.869,0.758,1,A046837,Unpredictable
0.178,0.879,0.794,1,A046113,Predictable
0.178,0.889,0.824,1,A000017,Unpredictable
0.178,0.903,0.853,1,A029502,Unpredictable
0.178,0.915,0.829,1,A017541,Unpredictable
0.178,0.929,0.824,1,A033374,Unpredictable
0.178,0.939,0.891,1,A040257,Unpredictable
0.178,0.95,0.882,1,A010167,Predictable
0.178,0.95,0.891,1,A040265,Predictable
0.178,0.955,0.733,1,A053081,Unpredictable
0.178,0.957,0.831,1,A000374,Predictable
0.178,0.98,0.9,1,A002565,Unpredictable
0.178,0.997,0.966,1,A013077,Predictable
0.179,0.054,0.056,1,A043139,Unpredictable
0.179,0.081,0.188,1,A011452,Unpredictable
0.179,0.108,0.194,1,A011079,Unpredictable
0.179,0.239,0.331,1,A021520,Predictable
0.179,0.252,0.217,1,A031683,Unpredictable
0.179,0.635,0.607,1,A027516,Predictable
0.179,0.739,0.646,1,A054744,Predictable
0.179,0.751,0.691,1,A015162,Unpredictable
0.179,0.754,0.634,1,A014874,Unpredictable
0.179,0.77,0.709,1,A005295,Unpredictable
0.179,0.775,0.735,1,A027485,Unpredictable
0.179,0.777,0.731,1,A039796,Unpredictable
0.179,0.81,0.789,1,A015775,Unpredictable
0.179,0.832,0.764,1,A033901,Predictable
0.179,0.842,0.792,1,A007288,Unpredictable
0.179,0.849,0.802,1,A029823,Unpredictable
0.179,0.853,0.77,1,A023511,Predictable
0.179,0.87,0.807,1,A002844,Unpredictable
0.179,0.875,0.792,1,A010257,Unpredictable
0.179,0.878,0.777,1,A035223,Predictable
0.179,0.891,0.815,1,A057729,Unpredictable
0.179,0.914,0.789,1,A052355,Unpredictable
0.179,0.914,0.829,1,A017409,Predictable
0.179,0.94,0.815,1,A034718,Predictable
0.179,0.942,0.801,1,A010296,Unpredictable
0.179,0.966,0.923,1,A040947,Unpredictable
0.179,0.997,0.966,1,A012895,Unpredictable
0.18,0.029,0.041,1,A026312,Unpredictable
0.18,0.038,0.076,1,A050010,Unpredictable
0.18,0.083,0.191,1,A011252,Unpredictable
0.18,0.088,0.191,1,A011232,Unpredictable
0.18,0.509,0.742,1,A010236,Predictable
0.18,0.523,0.513,1,A010937,Unpredictable
0.18,0.657,0.734,1,A050848,Unpredictable
0.18,0.726,0.687,1,A033894,Unpredictable
0.18,0.751,0.661,1,A025488,Predictable
0.18,0.755,0.696,1,A038166,Predictable
0.18,0.759,0.694,1,A029860,Predictable
0.18,0.76,0.716,1,A023909,Unpredictable
0.18,0.762,0.754,1,A057047,Unpredictable
0.18,0.768,0.82,1,A040227,Unpredictable
0.18,0.77,0.704,1,A005299,Unpredictable
0.18,0.778,0.731,1,A039795,Unpredictable
0.18,0.779,0.705,2,A018051|A018053,Unpredictable
0.18,0.785,0.72,1,A005689,Predictable
0.18,0.792,0.758,1,A016821,Predictable
0.18,0.817,0.769,1,A034786,Unpredictable
0.18,0.819,0.783,1,A034316,Unpredictable
0.18,0.828,0.73,1,A059397,Predictable
0.18,0.847,0.8,1,A032455,Unpredictable
0.18,0.85,0.743,1,A051359,Unpredictable
0.18,0.873,0.822,1,A046808,Predictable
0.18,0.882,0.808,1,A052175,Unpredictable
0.18,0.883,0.799,1,A006868,Unpredictable
0.18,0.892,0.828,1,A003697,Unpredictable
0.18,0.893,0.842,1,A040364,Unpredictable
0.18,0.9,0.829,1,A038382,Unpredictable
0.18,0.907,0.843,1,A034372,Unpredictable
0.18,0.912,0.796,1,A029503,Unpredictable
0.18,0.929,0.823,1,A033375,Unpredictable
0.18,0.941,0.806,1,A003848,Predictable
0.181,0.001,0.002,1,A043254,Unpredictable
0.181,0.051,0.06,1,A003158,Predictable
0.181,0.093,0.104,1,A031603,Unpredictable
0.181,0.364,0.524,1,A007281,Unpredictable
0.181,0.705,0.772,1,A029472,Unpredictable
0.181,0.719,0.646,1,A033906,Predictable
0.181,0.733,0.649,1,A050753,Unpredictable
0.181,0.738,0.644,1,A056652,Predictable
0.181,0.763,0.688,1,A005291,Unpredictable
0.181,0.774,0.695,1,A034390,Unpredictable
0.181,0.803,0.747,1,A029943,Predictable
0.181,0.812,0.711,1,A032418,Unpredictable
0.181,0.832,0.731,1,A054456,Predictable
0.181,0.841,0.794,1,A004531,Predictable
0.181,0.846,0.735,1,A028269,Unpredictable
0.181,0.927,0.755,1,A038586,Unpredictable
0.181,0.939,0.812,1,A051899,Predictable
0.181,0.952,0.861,1,A035420,Unpredictable
0.181,0.954,0.853,1,A032479,Unpredictable
0.181,0.962,0.9,1,A024634,Predictable
0.181,0.97,0.693,1,A057122,Unpredictable
0.182,0.165,0.136,1,A003605,Predictable
0.182,0.183,0.191,1,A030744,Unpredictable
0.182,0.488,0.732,1,A040208,Predictable
0.182,0.648,0.786,1,A040250,Unpredictable
0.182,0.709,0.44,1,A043056,Unpredictable
0.182,0.714,0.629,1,A008848,Predictable
0.182,0.754,0.828,1,A043290,Unpredictable
0.182,0.763,0.672,1,A025359,Predictable
0.182,0.779,0.752,1,A054439,Predictable
0.182,0.8,0.691,1,A050906,Unpredictable
0.182,0.829,0.749,1,A029610,Unpredictable
0.182,0.837,0.838,1,A040908,Unpredictable
0.182,0.847,0.776,1,A028561,Unpredictable
0.182,0.85,0.785,1,A015873,Unpredictable
0.182,0.859,0.836,1,A040841,Unpredictable
0.182,0.911,0.828,1,A017553,Unpredictable
0.182,0.916,0.83,1,A005963,Unpredictable
0.182,0.925,0.824,1,A003490,Unpredictable
0.182,0.931,0.824,1,A033379,Unpredictable
0.182,0.933,0.455,1,A043027,Unpredictable
0.182,0.94,0.853,1,A040891,Unpredictable
0.182,0.988,0.889,1,A039654,Unpredictable
0.183,0.186,0.165,1,A032945,Unpredictable
0.183,0.23,0.305,1,A013675,Predictable
0.183,0.59,0.597,1,A029542,Unpredictable
0.183,0.653,0.654,1,A018831,Unpredictable
0.183,0.694,0.711,1,A032356,Unpredictable
0.183,0.728,0.637,1,A000518,Unpredictable
0.183,0.728,0.638,1,A022048,Unpredictable
0.183,0.739,0.696,1,A003140,Unpredictable
0.183,0.755,0.66,1,A026820,Predictable
0.183,0.764,0.729,1,A005944,Unpredictable
0.183,0.767,0.693,1,A055771,Unpredictable
0.183,0.768,0.701,1,A028709,Unpredictable
0.183,0.809,0.724,1,A036855,Unpredictable
0.183,0.82,0.82,1,A029738,Unpredictable
0.183,0.847,0.803,1,A034317,Unpredictable
0.183,0.875,0.783,1,A047858,Predictable
0.183,0.91,0.827,1,A017421,Unpredictable
0.183,0.919,0.826,1,A045904,Unpredictable
0.183,0.928,0.82,1,A033376,Unpredictable
0.183,0.928,0.821,1,A033377,Unpredictable
0.183,0.928,0.822,1,A003304,Unpredictable
0.183,0.93,0.823,1,A033378,Unpredictable
0.183,0.943,0.77,1,A050568,Unpredictable
0.183,0.987,0.942,1,A055662,Predictable
0.183,0.997,0.965,1,A012968,Unpredictable
0.184,0.017,0.056,1,A044509,Unpredictable
0.184,0.101,0.211,1,A019809,Unpredictable
0.184,0.112,0.104,1,A032960,Unpredictable
0.184,0.112,0.212,1,A020846,Unpredictable
0.184,0.122,0.204,1,A019724,Unpredictable
